team,ap_rank,coaches_rank,playoffs,conference,week_label,opponent,pf,pa,unweighted_spread,unweighted_odds,weighted_spread,unw_pd_vs_spread,total_ou,unw_team_ou,unw_pd_vs_team_ou,unw_opp_ou,unw_pd_vs_opp_ou,w_pd_vs_spread,weighted_team_ou,w_pd_vs_team_ou,weighted_opp_ou,w_pd_vs_opp_ou,moneyline,implied_win_pct,week,game_type
OREGON,1,1,True,BIG 10,BIG10 Championship,Penn State,45,37,-3.0,-114,-3.257142857142857,5.0,51.5,27.25,17.75,24.25,12.75,4.742857142857143,27.37857142857143,17.62142857142857,24.12142857142857,12.87857142857143,-172,0.6323529411764706,10.0,postseason
GEORGIA,2,2,True,SEC,1,Clemson,34,3,-10.5,-111,-11.1,20.5,49.0,29.75,4.25,19.25,-16.25,19.9,30.05,3.9499999999999993,18.95,-15.95,-498,0.8327759197324415,1.0,regular
GEORGIA,2,2,True,SEC,2,Tennessee Tech,48,3,-54.5,-114,-59.171428571428564,-9.5,68.5,61.5,-13.5,7.0,-4.0,-14.171428571428564,63.83571428571428,-15.835714285714282,4.664285714285718,-1.6642857142857181,-20000,0.9950248756218906,2.0,regular
GEORGIA,2,2,True,SEC,3,Kentucky,13,12,-22.0,-110,-23.047619047619047,-21.0,45.5,33.75,-20.75,11.75,0.25,-22.047619047619047,34.273809523809526,-21.273809523809526,11.226190476190476,0.7738095238095237,-2972,0.9674479166666666,3.0,regular
GEORGIA,2,2,True,SEC,4,Alabama,34,41,-2.0,-110,-2.0952380952380953,-9.0,50.0,26.0,8.0,24.0,17.0,-9.095238095238095,26.047619047619047,7.9523809523809526,23.952380952380953,17.047619047619047,-124,0.5535714285714286,4.0,regular
GEORGIA,2,2,True,SEC,5,Auburn,31,13,-21.5,-109,-22.31904761904762,-3.5,50.5,36.0,-5.0,14.5,-1.5,-4.31904761904762,36.40952380952381,-5.409523809523812,14.09047619047619,-1.0904761904761902,-2006,0.9525166191832859,5.0,regular
GEORGIA,2,2,True,SEC,6,Mississippi State,41,31,-33.5,-112,-35.733333333333334,-23.5,53.5,43.5,-2.5,10.0,21.0,-25.733333333333334,44.61666666666667,-3.616666666666667,8.883333333333333,22.116666666666667,-17000,0.9941520467836257,6.0,regular
GEORGIA,2,2,True,SEC,7,Texas,30,15,4.0,-112,4.266666666666667,19.0,57.0,26.5,3.5,30.5,-15.5,19.266666666666666,26.366666666666667,3.633333333333333,30.633333333333333,-15.633333333333333,160,0.38461538461538464,7.0,regular
GEORGIA,2,2,True,SEC,8,Florida,34,20,-14.5,-110,-15.190476190476192,-0.5,52.5,33.5,0.5,19.0,1.0,-1.1904761904761916,33.845238095238095,0.1547619047619051,18.654761904761905,1.345238095238095,-700,0.875,8.0,regular
GEORGIA,2,2,True,SEC,9,Ole Miss,10,28,-1.5,-112,-1.6,-19.5,55.5,28.5,-18.5,27.0,1.0,-19.6,28.55,-18.55,26.95,1.0500000000000007,-130,0.5652173913043478,9.0,regular
GEORGIA,2,2,True,SEC,10,Tennessee,31,17,-9.0,-109,-9.342857142857143,5.0,46.5,27.75,3.25,18.75,-1.75,4.657142857142857,27.92142857142857,3.078571428571429,18.57857142857143,-1.5785714285714292,-336,0.7706422018348624,10.0,regular
GEORGIA,2,2,True,SEC,11,UMass,59,21,-42.0,-113,-45.199999999999996,-4.0,55.5,48.75,10.25,6.75,14.25,-7.199999999999996,50.349999999999994,8.650000000000006,5.150000000000002,15.849999999999998,-20000,0.9950248756218906,11.0,regular
GEORGIA,2,2,True,SEC,12,Georgia Tech,44,42,-17.5,-108,-18.0,-15.5,49.0,33.25,10.75,15.75,26.25,-16.0,33.5,10.5,15.5,26.5,-1000,0.9090909090909091,12.0,regular
GEORGIA,2,2,True,SEC,SEC Championship,Texas,22,19,3.0,-111,3.1714285714285717,6.0,51.0,24.0,-2.0,27.0,-8.0,6.171428571428572,23.914285714285715,-1.9142857142857146,27.085714285714285,-8.085714285714285,132,0.43103448275862066,,postseason
NOTRE DAME,3,3,True,Independent,1,Texas A&M,23,13,3.0,-113,3.2285714285714286,13.0,47.0,22.0,1.0,25.0,-12.0,13.228571428571428,21.885714285714286,1.1142857142857139,25.114285714285714,-12.114285714285714,127,0.44052863436123346,1.0,regular
NOTRE DAME,3,3,True,Independent,2,Northern Illinois,14,16,-28.0,-109,-29.06666666666667,-30.0,47.5,37.75,-23.75,9.75,6.25,-31.06666666666667,38.28333333333333,-24.28333333333333,9.216666666666665,6.783333333333335,-6249,0.9842494881083635,2.0,regular
NOTRE DAME,3,3,True,Independent,3,Purdue,66,7,-7.0,-116,-7.733333333333334,52.0,47.0,27.0,39.0,20.0,-13.0,51.266666666666666,27.366666666666667,38.63333333333333,19.633333333333333,-12.633333333333333,-273,0.7319034852546917,3.0,regular
NOTRE DAME,3,3,True,Independent,4,Miami (OH),28,3,-27.5,-111,-29.071428571428573,-2.5,43.5,35.5,-7.5,8.0,-5.0,-4.071428571428573,36.285714285714285,-8.285714285714285,7.2142857142857135,-4.2142857142857135,-5043,0.9805560956640094,4.0,regular
NOTRE DAME,3,3,True,Independent,5,Louisville,31,24,-6.5,-112,-6.933333333333334,0.5,45.0,25.75,5.25,19.25,4.75,0.06666666666666643,25.96666666666667,5.033333333333331,19.03333333333333,4.966666666666669,-251,0.7150997150997151,5.0,regular
NOTRE DAME,3,3,True,Independent,6,Stanford,49,7,-22.5,-112,-24.0,19.5,45.0,33.75,15.25,11.25,-4.25,18.0,34.5,14.5,10.5,-3.5,-2596,0.9629080118694362,6.0,regular
NOTRE DAME,3,3,True,Independent,7,Georgia Tech,31,13,-14.0,-112,-14.933333333333334,4.0,49.5,31.75,-0.75,17.75,-4.75,3.0666666666666664,32.21666666666667,-1.2166666666666686,17.28333333333333,-4.283333333333331,-613,0.8597475455820477,7.0,regular
NOTRE DAME,3,3,True,Independent,8,Navy,51,14,-13.5,-116,-14.914285714285715,23.5,50.5,32.0,19.0,18.5,-4.5,22.085714285714285,32.707142857142856,18.292857142857144,17.792857142857144,-3.7928571428571445,-571,0.8509687034277198,8.0,regular
NOTRE DAME,3,3,True,Independent,9,Florida State,52,3,-25.5,-110,-26.714285714285715,23.5,43.5,34.5,17.5,9.0,-6.0,22.285714285714285,35.10714285714286,16.89285714285714,8.392857142857142,-5.392857142857142,-4375,0.9776536312849162,9.0,regular
NOTRE DAME,3,3,True,Independent,10,Virginia Tech,35,14,-20.5,-113,-22.06190476190476,0.5,51.0,35.75,-0.75,15.25,-1.25,-1.06190476190476,36.53095238095238,-1.5309523809523782,14.46904761904762,-0.46904761904762005,-1746,0.9458288190682557,10.0,regular
NOTRE DAME,3,3,True,Independent,11,Army,49,14,-14.5,-109,-15.052380952380954,20.5,44.5,29.5,19.5,15.0,-1.0,19.947619047619046,29.77619047619048,19.22380952380952,14.723809523809523,-0.723809523809523,-627,0.8624484181568088,11.0,regular
NOTRE DAME,3,3,True,Independent,12,USC,49,35,-7.0,-107,-7.133333333333333,7.0,52.5,29.75,19.25,22.75,12.25,6.866666666666667,29.816666666666666,19.183333333333334,22.683333333333334,12.316666666666666,-271,0.7304582210242587,12.0,regular
TEXAS,4,4,True,SEC,1,Colorado State,52,0,-35.0,-113,-37.666666666666664,17.0,62.5,48.75,3.25,13.75,-13.75,14.333333333333336,50.08333333333333,1.9166666666666714,12.416666666666668,-12.416666666666668,-20000,0.9950248756218906,1.0,regular
TEXAS,4,4,True,SEC,2,Michigan,31,12,-6.5,-113,-6.995238095238095,12.5,42.0,24.25,6.75,17.75,-5.75,12.004761904761905,24.497619047619047,6.502380952380953,17.502380952380953,-5.502380952380953,-251,0.7150997150997151,2.0,regular
TEXAS,4,4,True,SEC,3,UTSA,56,7,-35.5,-112,-37.86666666666667,13.5,55.5,45.5,10.5,10.0,-3.0,11.133333333333333,46.68333333333334,9.316666666666663,8.816666666666666,-1.8166666666666664,-20000,0.9950248756218906,3.0,regular
TEXAS,4,4,True,SEC,4,UL Monroe,51,3,-43.0,-110,-45.04761904761905,5.0,53.5,48.25,2.75,5.25,-2.25,2.952380952380949,49.273809523809526,1.7261904761904745,4.2261904761904745,-1.2261904761904745,-20000,0.9950248756218906,4.0,regular
TEXAS,4,4,True,SEC,5,Mississippi State,35,13,-37.5,-113,-40.357142857142854,-15.5,58.5,48.0,-13.0,10.5,2.5,-18.357142857142854,49.42857142857143,-14.42857142857143,9.071428571428573,3.928571428571427,-17000,0.9941520467836257,5.0,regular
TEXAS,4,4,True,SEC,6,Oklahoma,34,3,-17.0,-109,-17.64761904761905,14.0,49.0,33.0,1.0,16.0,-13.0,13.352380952380951,33.32380952380952,0.6761904761904773,15.676190476190476,-12.676190476190476,-871,0.8970133882595263,6.0,regular
TEXAS,4,4,True,SEC,7,Georgia,15,20,-23.5,-108,-24.17142857142857,-28.5,57.0,40.25,-25.25,16.75,3.25,-29.17142857142857,40.58571428571429,-25.58571428571429,16.414285714285715,3.5857142857142854,-193,0.658703071672355,7.0,regular
TEXAS,4,4,True,SEC,8,Vanderbilt,27,24,-17.0,-111,-17.97142857142857,-14.0,51.0,34.0,-7.0,17.0,7.0,-14.971428571428572,34.48571428571429,-7.4857142857142875,16.514285714285712,7.4857142857142875,-833,0.8928188638799571,8.0,regular
TEXAS,4,4,True,SEC,9,Florida,49,17,-23.5,-108,-24.17142857142857,8.5,48.5,36.0,13.0,12.5,4.5,7.828571428571429,36.33571428571429,12.664285714285711,12.164285714285715,4.835714285714285,-3225,0.9699248120300752,9.0,regular
TEXAS,4,4,True,SEC,10,Arkansas,20,10,-13.5,-110,-14.142857142857144,-3.5,56.5,35.0,-15.0,21.5,-11.5,-4.142857142857144,35.32142857142857,-15.32142857142857,21.178571428571427,-11.178571428571427,-635,0.8639455782312925,10.0,regular
TEXAS,4,4,True,SEC,11,Kentucky,31,14,-18.5,-110,-19.380952380952383,-1.5,47.0,32.75,-1.75,14.25,-0.25,-2.380952380952383,33.19047619047619,-2.19047619047619,13.809523809523808,0.19047619047619158,-1386,0.9327052489905787,11.0,regular
TEXAS,4,4,True,SEC,12,Texas A&M,17,7,-4.5,-109,-4.671428571428572,5.5,50.0,27.25,-10.25,22.75,-15.75,5.328571428571428,27.335714285714285,-10.335714285714285,22.664285714285715,-15.664285714285715,-190,0.6551724137931034,12.0,regular
TEXAS,4,4,True,SEC,SEC Championship,Georgia,19,22,-3.0,-109,-3.1142857142857148,-6.0,51.0,27.0,-8.0,24.0,-2.0,-6.114285714285715,27.057142857142857,-8.057142857142857,23.942857142857143,-1.942857142857143,-156,0.609375,,postseason
PENN STATE,5,5,True,BIG 10,1,West Virginia,34,12,-7.5,-105,-7.5,14.5,49.0,28.25,5.75,20.75,-8.75,14.5,28.25,5.75,20.75,-8.75,-311,0.7566909975669099,1.0,regular
PENN STATE,5,5,True,BIG 10,2,Bowling Green,34,27,-34.0,-110,-35.61904761904762,-27.0,51.0,42.5,-8.5,8.5,18.5,-28.61904761904762,43.30952380952381,-9.30952380952381,7.69047619047619,19.30952380952381,-20000,0.9950248756218906,2.0,regular
PENN STATE,5,5,True,BIG 10,3,Kent State,56,0,-49.0,-112,-52.266666666666666,7.0,57.5,53.25,2.75,4.25,-4.25,3.7333333333333343,54.88333333333333,1.1166666666666671,2.616666666666667,-2.616666666666667,-20000,0.9950248756218906,3.0,regular
PENN STATE,5,5,True,BIG 10,4,Illinois,21,7,-19.5,-110,-20.42857142857143,-5.5,48.5,34.0,-13.0,14.5,-7.5,-6.428571428571431,34.464285714285715,-13.464285714285715,14.035714285714285,-7.035714285714285,-1108,0.9172185430463576,4.0,regular
PENN STATE,5,5,True,BIG 10,5,UCLA,27,11,-29.5,-110,-30.904761904761905,-13.5,48.0,38.75,-11.75,9.25,1.75,-14.904761904761905,39.45238095238095,-12.452380952380949,8.547619047619047,2.4523809523809526,-7525,0.9868852459016394,5.0,regular
PENN STATE,5,5,True,BIG 10,6,USC,33,30,-3.5,-111,-3.7,-0.5,52.0,27.75,5.25,24.25,5.75,-0.7000000000000002,27.85,5.149999999999999,24.15,5.850000000000001,-182,0.6453900709219859,6.0,regular
PENN STATE,5,5,True,BIG 10,7,Wisconsin,28,13,-6.5,-108,-6.685714285714285,8.5,47.5,27.0,1.0,20.5,-7.5,8.314285714285715,27.09285714285714,0.9071428571428584,20.40714285714286,-7.407142857142858,-235,0.7014925373134329,7.0,regular
PENN STATE,5,5,True,BIG 10,8,Ohio State,13,20,3.0,-107,3.057142857142857,-4.0,47.5,22.25,-9.25,25.25,-5.25,-3.942857142857143,22.22142857142857,-9.221428571428572,25.27857142857143,-5.2785714285714285,136,0.423728813559322,8.0,regular
PENN STATE,5,5,True,BIG 10,9,Washington,35,6,-13.5,-114,-14.657142857142857,15.5,47.5,30.5,4.5,17.0,-11.0,14.342857142857143,31.07857142857143,3.921428571428571,16.42142857142857,-10.42142857142857,-560,0.8484848484848485,9.0,regular
PENN STATE,5,5,True,BIG 10,10,Purdue,49,10,-30.0,-110,-31.42857142857143,9.0,51.5,40.75,8.25,10.75,-0.75,7.571428571428569,41.464285714285715,7.535714285714285,10.035714285714285,-0.0357142857142847,-8590,0.9884925201380897,10.0,regular
PENN STATE,5,5,True,BIG 10,11,Minnesota,26,25,-11.0,-111,-11.628571428571428,-10.0,45.5,28.25,-2.25,17.25,7.75,-10.628571428571428,28.564285714285713,-2.564285714285713,16.935714285714287,8.064285714285713,-456,0.8201438848920863,11.0,regular
PENN STATE,5,5,True,BIG 10,12,Maryland,44,7,-27.0,-113,-29.057142857142857,10.0,50.5,38.75,5.25,11.75,-4.75,7.942857142857143,39.778571428571425,4.221428571428575,10.721428571428572,-3.7214285714285715,-3862,0.9747602221100454,12.0,regular
PENN STATE,5,5,True,BIG 10,BIG 10 Championship,Oregon,37,45,3.0,-105,3.0,-5.0,51.5,24.25,12.75,27.25,17.75,-5.0,24.25,12.75,27.25,17.75,141,0.4149377593360996,10.0,postseason
OHIO STATE,6,7,True,BIG 10,1,Akron,52,6,-48.5,-111,-51.27142857142857,-2.5,56.5,52.5,-0.5,4.0,2.0,-5.271428571428572,53.885714285714286,-1.8857142857142861,2.614285714285714,3.385714285714286,-20000,0.9950248756218906,1.0,regular
OHIO STATE,6,7,True,BIG 10,2,Western Michigan,56,0,-37.5,-113,-40.357142857142854,18.5,54.5,46.0,10.0,8.5,-8.5,15.642857142857146,47.42857142857143,8.57142857142857,7.071428571428573,-7.071428571428573,-200,0.6666666666666666,2.0,regular
OHIO STATE,6,7,True,BIG 10,3,Marshall,49,14,-40.0,-110,-41.904761904761905,-5.0,56.5,48.25,0.75,8.25,5.75,-6.904761904761905,49.20238095238095,-0.202380952380949,7.2976190476190474,6.7023809523809526,-20000,0.9950248756218906,3.0,regular
OHIO STATE,6,7,True,BIG 10,4,Michigan State,38,7,-23.5,-112,-25.066666666666666,7.5,48.5,36.0,2.0,12.5,-5.5,5.933333333333334,36.78333333333333,1.2166666666666686,11.716666666666667,-4.716666666666667,-3500,0.9722222222222222,4.0,regular
OHIO STATE,6,7,True,BIG 10,5,Iowa,35,7,-17.0,-113,-18.295238095238094,11.0,45.5,31.25,3.75,14.25,-7.25,9.704761904761906,31.897619047619045,3.1023809523809547,13.602380952380953,-6.602380952380953,-1294,0.9282639885222381,5.0,regular
OHIO STATE,6,7,True,BIG 10,6,Oregon,31,32,-3.5,-108,-3.5999999999999996,-4.5,54.5,29.0,2.0,25.5,6.5,-4.6,29.05,1.9499999999999993,25.45,6.550000000000001,-171,0.6309963099630996,6.0,regular
OHIO STATE,6,7,True,BIG 10,7,Nebraska,21,17,-25.0,-111,-26.42857142857143,-21.0,48.0,36.5,-15.5,11.5,5.5,-22.42857142857143,37.214285714285715,-16.214285714285715,10.785714285714285,6.214285714285715,-5442,0.9819559725730783,7.0,regular
OHIO STATE,6,7,True,BIG 10,8,Penn State,20,13,-3.0,-112,-3.2,4.0,47.5,25.25,-5.25,22.25,-9.25,3.8,25.35,-5.350000000000001,22.15,-9.149999999999999,-162,0.6183206106870229,8.0,regular
OHIO STATE,6,7,True,BIG 10,9,Purdue,45,0,-37.5,-111,-39.642857142857146,7.5,54.5,46.0,-1.0,8.5,-8.5,5.357142857142854,47.07142857142857,-2.0714285714285694,7.428571428571427,-7.428571428571427,-210,0.6774193548387096,9.0,regular
OHIO STATE,6,7,True,BIG 10,10,Northwestern,31,7,-28.0,-108,-28.799999999999997,-4.0,43.5,35.75,-4.75,7.75,-0.75,-4.799999999999997,36.15,-5.149999999999999,7.350000000000001,-0.3500000000000014,-8027,0.9876953365325458,10.0,regular
OHIO STATE,6,7,True,BIG 10,11,Indiana,38,15,-10.5,-110,-11.0,12.5,52.5,31.5,6.5,21.0,-6.0,12.0,31.75,6.25,20.75,-5.75,-441,0.8151571164510166,11.0,regular
OHIO STATE,6,7,True,BIG 10,12,Michigan,10,13,-19.5,-111,-20.614285714285714,-22.5,41.5,30.5,-20.5,11.0,2.0,-23.614285714285714,31.057142857142857,-21.057142857142857,10.442857142857143,2.557142857142857,-1558,0.9396863691194209,12.0,regular
TENNESSEE,7,6,True,SEC,1,Chattanooga,69,3,-39.5,-112,-42.13333333333333,26.5,57.5,48.5,20.5,9.0,-6.0,23.866666666666667,49.81666666666666,19.183333333333337,7.683333333333334,-4.683333333333334,-20000,0.9950248756218906,1.0,regular
TENNESSEE,7,6,True,SEC,2,NC State,51,10,-8.5,-100,-8.095238095238095,32.5,59.5,34.0,17.0,25.5,-15.5,32.904761904761905,33.79761904761905,17.20238095238095,25.702380952380953,-15.702380952380953,-346,0.7757847533632287,2.0,regular
TENNESSEE,7,6,True,SEC,3,Kent State,71,0,-49.0,-112,-52.266666666666666,22.0,62.0,55.5,15.5,6.5,-6.5,18.733333333333334,57.13333333333333,13.866666666666667,4.866666666666667,-4.866666666666667,-200,0.6666666666666666,3.0,regular
TENNESSEE,7,6,True,SEC,4,Oklahoma,25,15,-5.5,-113,-5.9190476190476184,4.5,56.5,31.0,-6.0,25.5,-10.5,4.0809523809523816,31.20952380952381,-6.209523809523809,25.29047619047619,-10.290476190476191,-230,0.696969696969697,4.0,regular
TENNESSEE,7,6,True,SEC,5,Arkansas,14,19,-14.0,-111,-14.8,-19.0,57.5,35.75,-21.75,21.75,-2.75,-19.8,36.15,-22.15,21.35,-2.3500000000000014,-569,0.8505231689088192,5.0,regular
TENNESSEE,7,6,True,SEC,6,Florida,23,17,-14.0,-111,-14.8,-8.0,55.5,34.75,-11.75,20.75,-3.75,-8.8,35.15,-12.149999999999999,20.35,-3.3500000000000014,-632,0.8633879781420765,6.0,regular
TENNESSEE,7,6,True,SEC,7,Alabama,24,17,3.5,-113,3.7666666666666666,10.5,57.5,27.0,-3.0,30.5,-13.5,10.766666666666666,26.866666666666667,-2.866666666666667,30.633333333333333,-13.633333333333333,141,0.4149377593360996,7.0,regular
TENNESSEE,7,6,True,SEC,8,Kentucky,28,18,-17.5,-110,-18.333333333333336,-7.5,45.5,31.5,-3.5,14.0,4.0,-8.333333333333336,31.916666666666668,-3.916666666666668,13.583333333333332,4.416666666666668,-1023,0.9109528049866429,8.0,regular
TENNESSEE,7,6,True,SEC,9,Mississippi State,33,14,-25.5,-110,-26.714285714285715,-6.5,61.5,43.5,-10.5,18.0,-4.0,-7.714285714285715,44.10714285714286,-11.107142857142861,17.392857142857142,-3.3928571428571423,-4212,0.9768089053803339,9.0,regular
TENNESSEE,7,6,True,SEC,10,Georgia,17,31,9.0,-110,9.428571428571429,-5.0,46.5,18.75,-1.75,27.75,3.25,-4.571428571428571,18.535714285714285,-1.5357142857142847,27.964285714285715,3.0357142857142847,264,0.27472527472527475,10.0,regular
TENNESSEE,7,6,True,SEC,11,UTEP,56,0,-41.5,-110,-43.47619047619048,14.5,53.5,47.5,8.5,6.0,-6.0,12.523809523809518,48.48809523809524,7.511904761904759,5.011904761904759,-5.011904761904759,-200,0.6666666666666666,11.0,regular
TENNESSEE,7,6,True,SEC,12,Vanderbilt,36,23,-10.0,-106,-10.095238095238095,3.0,47.0,28.5,7.5,18.5,4.5,2.904761904761905,28.547619047619047,7.4523809523809526,18.452380952380953,4.5476190476190474,-378,0.7907949790794979,12.0,regular
BOISE STATE,8,8,True,Mountain West,1,Georgia Southern,56,45,-13.0,-110,-13.61904761904762,-2.0,57.0,35.0,21.0,22.0,23.0,-2.6190476190476204,35.30952380952381,20.69047619047619,21.69047619047619,23.30952380952381,-532,0.8417721518987342,1.0,regular
BOISE STATE,8,8,True,Mountain West,2,Oregon,34,37,17.5,-111,18.5,14.5,61.5,22.0,12.0,39.5,-2.5,15.5,21.5,12.5,40.0,-3.0,612,0.1404494382022472,2.0,regular
BOISE STATE,8,8,True,Mountain West,3,Portland State,56,14,-42.5,-109,-44.11904761904762,-0.5,69.5,56.0,0.0,13.5,0.5,-2.1190476190476204,56.80952380952381,-0.8095238095238102,12.69047619047619,1.3095238095238102,-20000,0.9950248756218906,3.0,regular
BOISE STATE,8,8,True,Mountain West,4,Washington State,45,24,-6.5,-112,-6.933333333333334,14.5,66.0,36.25,8.75,29.75,-5.75,14.066666666666666,36.46666666666667,8.533333333333331,29.53333333333333,-5.533333333333331,-234,0.7005988023952096,4.0,regular
BOISE STATE,8,8,True,Mountain West,5,Utah State,62,30,-28.0,-111,-29.6,4.0,66.5,47.25,14.75,19.25,10.75,2.3999999999999986,48.05,13.950000000000003,18.45,11.55,-5927,0.9834079973452796,5.0,regular
BOISE STATE,8,8,True,Mountain West,6,Hawaii,28,7,-21.0,-111,-22.2,0.0,60.0,40.5,-12.5,19.5,-12.5,-1.1999999999999993,41.1,-13.100000000000001,18.9,-11.899999999999999,-1508,0.9378109452736318,6.0,regular
BOISE STATE,8,8,True,Mountain West,7,UNLV,29,24,-4.0,-112,-4.266666666666667,1.0,64.0,34.0,-5.0,30.0,-6.0,0.7333333333333334,34.13333333333333,-5.133333333333333,29.866666666666667,-5.866666666666667,-197,0.6632996632996633,7.0,regular
BOISE STATE,8,8,True,Mountain West,8,San Diego State,56,24,-24.5,-111,-25.900000000000002,7.5,55.5,40.0,16.0,15.5,8.5,6.099999999999998,40.7,15.299999999999997,14.799999999999999,9.200000000000001,-3786,0.9742665980442614,8.0,regular
BOISE STATE,8,8,True,Mountain West,9,Nevada,28,21,-23.5,-112,-25.066666666666666,-16.5,61.5,42.5,-14.5,19.0,2.0,-18.066666666666666,43.28333333333333,-15.283333333333331,18.21666666666667,2.7833333333333314,-2412,0.9601910828025477,9.0,regular
BOISE STATE,8,8,True,Mountain West,10,San Jose State,42,21,-14.0,-111,-14.8,7.0,62.0,38.0,4.0,24.0,-3.0,6.199999999999999,38.4,3.6000000000000014,23.6,-2.6000000000000014,-604,0.8579545454545454,10.0,regular
BOISE STATE,8,8,True,Mountain West,11,Wyoming,17,13,-22.5,-108,-23.14285714285714,-18.5,54.5,38.5,-21.5,16.0,-3.0,-19.14285714285714,38.82142857142857,-21.82142857142857,15.67857142857143,-2.6785714285714306,-2273,0.9578592498946481,11.0,regular
BOISE STATE,8,8,True,Mountain West,12,Oregon State,34,18,-17.5,-112,-18.666666666666668,-1.5,58.5,38.0,-4.0,20.5,-2.5,-2.666666666666668,38.583333333333336,-4.583333333333336,19.916666666666664,-1.9166666666666643,-1076,0.9149659863945578,12.0,regular
BOISE STATE,8,8,True,Mountain West,Mountain West Championship,UNLV,21,7,-4.0,-110,-4.190476190476191,10.0,57.5,30.75,-9.75,26.75,-19.75,9.80952380952381,30.845238095238095,-9.845238095238095,26.654761904761905,-19.654761904761905,-192,0.6575342465753424,,postseason
INDIANA,9,9,True,BIG 10,1,Florida International,31,7,-25.5,-110,-26.714285714285715,-1.5,51.5,38.5,-7.5,13.0,-6.0,-2.7142857142857153,39.10714285714286,-8.107142857142861,12.392857142857142,-5.392857142857142,-3133,0.9690689761831116,1.0,regular
INDIANA,9,9,True,BIG 10,2,Western Illinois,77,3,-45.0,-110,-47.142857142857146,29.0,54.5,49.75,27.25,4.75,-1.75,26.857142857142854,50.82142857142857,26.17857142857143,3.678571428571427,-0.678571428571427,-20000,0.9950248756218906,2.0,regular
